"placa","fornecedor","hodometro_km","placa_fonte","latitude","longitude","ignicao","event_date","update_date","chassi","codigo_fonte","dados_fonte","sincronizado_em","updated_at"
TSH4E50,Vai,81.0,TSH4E50,,,,2026-07-16 22:37:32.294 -0400,,"9BWAG5R12TP042213","241100750","{""plate"": ""TSH4E50"", ""chassis"": ""9BWAG5R12TP042213"", ""codigoVai"": ""241100750"", ""ecuChassis"": ""9BWAG5R12TP042213"", ""lastReview"": ""2026-04-24"", ""reviewStatus"": 0, ""currentMileage"": 967.2140000000004, ""initialMileage"": 304, ""lastConnection"": ""2026-07-17T02:37:32.294551+00:00"", ""dailyMileageAvg"": 17.085714285714285, ""mileageOnReview"": 304.0, ""odometerMileage"": 81.0, ""reviewDateEstimated"": ""2027-04-24""}",2026-07-10 16:53:43.150 -0400,2026-07-16 23:23:11.723 -0400
TRY8A40,Sem Rastreador,,,,,,,,"953AD6TF1SR019887",,"",2026-07-10 17:15:32.867 -0400,2026-07-16 23:23:11.669 -0400
TSM0D10,Vai,1358.0,TSM0D10,,,,2026-07-16 22:30:54.444 -0400,,"9BWAG5R11TP049413","191110797","{""plate"": ""TSM0D10"", ""chassis"": ""9BWAG5R11TP049413"", ""codigoVai"": ""191110797"", ""ecuChassis"": ""9BWAG5R11TP049413"", ""lastReview"": ""2026-05-28"", ""reviewStatus"": 0, ""currentMileage"": 1352.5690000000002, ""initialMileage"": 7, ""lastConnection"": ""2026-07-17T02:30:54.444477+00:00"", ""dailyMileageAvg"": 41.57692307692308, ""mileageOnReview"": 0.0, ""odometerMileage"": 1358.0, ""reviewDateEstimated"": ""2027-02-09""}",2026-07-10 16:53:43.251 -0400,2026-07-16 23:23:11.741 -0400
TSM4C20,Vai,0.0,TSM4C20,,,,2026-07-16 22:59:16.493 -0400,,"9BWBG6DF8TT409846","230301417","{""plate"": ""TSM4C20"", ""chassis"": ""9BWBG6DF8TT409846"", ""codigoVai"": ""230301417"", ""ecuChassis"": ""LC0C76C42S0020284"", ""lastReview"": ""2026-05-13"", ""reviewStatus"": 0, ""currentMileage"": 984.7529999999987, ""initialMileage"": 285, ""lastConnection"": ""2026-07-17T02:59:16.493268+00:00"", ""dailyMileageAvg"": 19.225, ""mileageOnReview"": 0.0, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2027-05-13""}",2026-07-10 16:53:43.194 -0400,2026-07-16 23:23:11.742 -0400
TSM4C90,RastroSiga,1977.0,TSM-4C90,-3.037221666666667,-59.99194222222222,false,2026-07-16 21:00:30.000 -0400,2026-07-16 21:00:31.440 -0400,"9BWBG6DF6TT416004","2445","{""Plate"": ""TSM-4C90"", ""Driver"": null, ""Address"": ""Cidade Nova, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.037221666666667, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T01:00:30Z"", ""Longitude"": -59.99194222222222, ""IdPosition"": 279371973, ""UpdateDate"": ""2026-07-17T01:00:31.44Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSM-4C90"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2445, ""ListTelemetry"": {""2"": 9.0, ""6"": 39.0, ""8"": 100.0, ""15"": 1977.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:43.206 -0400,2026-07-16 23:23:11.743 -0400
TSM7G10,RastroSiga,4402.0,TSM-7G10,-3.0173566666666667,-60.020520000000005,false,2026-07-15 23:22:41.000 -0400,2026-07-15 23:22:43.001 -0400,"9BWBG6DF7TT416674","2472","{""Plate"": ""TSM-7G10"", ""Driver"": null, ""Address"": ""Colonia Terra Nova, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0173566666666667, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-16T03:22:41Z"", ""Longitude"": -60.020520000000005, ""IdPosition"": 278753796, ""UpdateDate"": ""2026-07-16T03:22:43.001Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSM-7G10"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2472, ""ListTelemetry"": {""2"": 11.0, ""6"": 171.0, ""8"": 100.0, ""15"": 4402.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:43.239 -0400,2026-07-15 23:23:16.752 -0400
TSO3C70,RastroSiga,21955.0,TSO-3C70,-2.977495,-60.01640444444445,false,2026-07-16 23:02:17.000 -0400,2026-07-16 23:02:17.929 -0400,"9BWAG5R12TP038324","2470","{""Plate"": ""TSO-3C70"", ""Driver"": null, ""Address"": ""Avenida Torquato Tapajós, Santa Etelvina, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -2.977495, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:02:17Z"", ""Longitude"": -60.01640444444445, ""IdPosition"": 279419044, ""UpdateDate"": ""2026-07-17T03:02:17.929Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSO-3C70"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2470, ""ListTelemetry"": {""2"": 12.0, ""6"": 195.0, ""8"": 100.0, ""15"": 21955.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:43.163 -0400,2026-07-16 23:23:11.775 -0400
TAC1C68,Sem Rastreador,,,,,,,,"9BWAG5R12ST019911",,"",2026-07-10 17:07:31.195 -0400,2026-07-16 23:23:11.621 -0400
TAE9G42,RastroSiga,9596.0,TAE-9G42,-3.09106,-59.99990666666667,false,2026-07-16 17:06:57.000 -0400,2026-07-16 17:06:58.339 -0400,"9BWBH6BF6S4075342","2488","{""Plate"": ""TAE-9G42"", ""Driver"": null, ""Address"": ""Avenida Vía Láctea, Aleixo, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.09106, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-16T21:06:57Z"", ""Longitude"": -59.99990666666667, ""IdPosition"": 279262275, ""UpdateDate"": ""2026-07-16T21:06:58.339Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TAE-9G42"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2488, ""ListTelemetry"": {""2"": 6.0, ""6"": 301.0, ""8"": 100.0, ""15"": 9596.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:42.710 -0400,2026-07-16 23:23:11.627 -0400
TAE9H02,Sem Rastreador,,,,,,,,"8AWBJ6B25RA829041",,"",2026-07-10 17:11:31.676 -0400,2026-07-16 23:23:11.629 -0400
TRY9J05,RastroSiga,17113.0,TRY-9J05,-3.0708083333333334,-60.00495111111111,false,2026-07-16 23:19:02.000 -0400,2026-07-16 23:19:10.911 -0400,"9BWCH6CH5SP022134","2491","{""Plate"": ""TRY-9J05"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0708083333333334, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:19:02Z"", ""Longitude"": -60.00495111111111, ""IdPosition"": 279424061, ""UpdateDate"": ""2026-07-17T03:19:10.911Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TRY-9J05"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2491, ""ListTelemetry"": {""2"": 11.0, ""6"": 0.0, ""8"": 100.0, ""15"": 17113.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:18:34.514 -0400,2026-07-16 23:23:11.677 -0400
TSO6H80,Vai,0.0,TSO6H80,,,,2026-07-16 22:31:35.044 -0400,,"9BGEY43T0TB189427","240100245","{""plate"": ""TSO6H80"", ""chassis"": ""9BGEY43T0TB189427"", ""codigoVai"": ""240100245"", ""ecuChassis"": ""9BGEY43T0TB189427"", ""lastReview"": ""2026-04-24"", ""reviewStatus"": 0, ""currentMileage"": 4655.099000000004, ""initialMileage"": 1146, ""lastConnection"": ""2026-07-17T02:31:35.044322+00:00"", ""dailyMileageAvg"": 50.492063492063494, ""mileageOnReview"": 1.148, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2026-10-30""}",2026-07-10 16:53:43.088 -0400,2026-07-16 23:23:11.792 -0400
TSC4C50,RastroSiga,3104.0,TSC-4C50,-3.09369,-60.02039555555555,false,2026-07-16 20:00:18.000 -0400,2026-07-16 20:00:20.241 -0400,"9BWBG6DF6TT416696","2454","{""Plate"": ""TSC-4C50"", ""Driver"": null, ""Address"": ""Avenida Darcy Vargas, 654, Chapada, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.09369, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T00:00:18Z"", ""Longitude"": -60.02039555555555, ""IdPosition"": 279347514, ""UpdateDate"": ""2026-07-17T00:00:20.241Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSC-4C50"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2454, ""ListTelemetry"": {""2"": 10.0, ""6"": 88.0, ""8"": 100.0, ""15"": 3104.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:43.212 -0400,2026-07-16 23:23:11.707 -0400
TSO6J60,Vai,0.0,TSO6J60,,,,2026-07-16 22:13:52.875 -0400,,"9BWAG5R1XTT032889","230302038","{""plate"": ""TSO6J60"", ""chassis"": ""9BWAG5R1XTT032889"", ""codigoVai"": ""230302038"", ""ecuChassis"": ""8ANBD33F9PL278237"", ""lastReview"": ""2026-05-14"", ""reviewStatus"": 0, ""currentMileage"": 4674.648000000003, ""initialMileage"": 7, ""lastConnection"": ""2026-07-17T02:13:52.875042+00:00"", ""dailyMileageAvg"": 141.0, ""mileageOnReview"": 0.0, ""odometerMileage"": 0.0, ""reviewDateEstimated"": ""2026-08-23""}",2026-07-10 16:53:43.200 -0400,2026-07-16 23:23:11.796 -0400
TSO7B40,Vai,5291.0,TSO7B40,,,,2026-07-11 07:42:24.910 -0400,,"9BWAG5R17TT033028","230301082","{""plate"": ""TSO7B40"", ""chassis"": ""9BWAG5R17TT033028"", ""codigoVai"": ""230301082"", ""ecuChassis"": ""9BWAG5R17TT033028"", ""lastReview"": ""2026-04-17"", ""reviewStatus"": 0, ""currentMileage"": 4506.531999999999, ""initialMileage"": 7, ""lastConnection"": ""2026-07-11T11:42:24.910162+00:00"", ""dailyMileageAvg"": 75.26923076923077, ""mileageOnReview"": 0.0, ""odometerMileage"": 5291.0, ""reviewDateEstimated"": ""2026-09-27""}",2026-07-10 16:53:43.045 -0400,2026-07-16 23:23:11.798 -0400
TSH1C10,RastroSiga,31.0,TSH-1C10,-3.0707333333333335,-60.005142222222226,false,2026-07-15 14:18:27.000 -0400,2026-07-15 14:18:29.725 -0400,"9BWAG5R11TT032621","2468","{""Plate"": ""TSH-1C10"", ""Driver"": null, ""Address"": ""Avenida Tancredo Neves, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0707333333333335, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-15T18:18:27Z"", ""Longitude"": -60.005142222222226, ""IdPosition"": 278482047, ""UpdateDate"": ""2026-07-15T18:18:29.725Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSH-1C10"", ""TrackerSlot"": 2, ""IdTrackedUnit"": 2468, ""ListTelemetry"": {""2"": 12.0, ""6"": 0.0, ""8"": 100.0, ""15"": 31.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:29:37.689 -0400,2026-07-15 23:23:16.631 -0400
TSO7B50,Vai,5269.0,TSO7B50,,,,2026-07-16 22:50:15.381 -0400,,"9BWAG5R1XTT033086","190711941","{""plate"": ""TSO7B50"", ""chassis"": ""9BWAG5R1XTT033086"", ""codigoVai"": ""190711941"", ""ecuChassis"": ""9BWAG5R1XTT033086"", ""lastReview"": ""2026-04-17"", ""reviewStatus"": 0, ""currentMileage"": 5053.969, ""initialMileage"": 293, ""lastConnection"": ""2026-07-17T02:50:15.381802+00:00"", ""dailyMileageAvg"": 64.76923076923077, ""mileageOnReview"": 0.0, ""odometerMileage"": 5269.0, ""reviewDateEstimated"": ""2026-10-01""}",2026-07-10 16:53:43.057 -0400,2026-07-16 23:23:11.799 -0400
TSH1E70,RastroSiga,2731.0,TSH-1E70,-3.090635,-60.06829777777777,false,2026-07-16 20:56:39.000 -0400,2026-07-16 20:56:40.994 -0400,"9BWBG6DF8TT409281","2457","{""Plate"": ""TSH-1E70"", ""Driver"": null, ""Address"": ""Santo Agostinho, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.090635, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T00:56:39Z"", ""Longitude"": -60.06829777777777, ""IdPosition"": 279370530, ""UpdateDate"": ""2026-07-17T00:56:40.994Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSH-1E70"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2457, ""ListTelemetry"": {""2"": 1.0, ""6"": 88.0, ""8"": 100.0, ""15"": 2731.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:43.179 -0400,2026-07-16 23:23:11.721 -0400
TSM0C20,RastroSiga,2950.0,TSM-0C20,-3.119115,-60.021208888888886,false,2026-07-16 18:43:34.000 -0400,2026-07-16 18:43:34.769 -0400,"9BWBG6DF7TT409708","2455","{""Plate"": ""TSM-0C20"", ""Driver"": null, ""Address"": ""Rua Barcelos, Praça 14, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.119115, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-16T22:43:34Z"", ""Longitude"": -60.021208888888886, ""IdPosition"": 279314756, ""UpdateDate"": ""2026-07-16T22:43:34.769Z"", ""ListTrailer"": null, ""TrackedUnit"": ""TSM-0C20"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2455, ""ListTelemetry"": {""2"": 10.0, ""6"": 105.0, ""8"": 100.0, ""15"": 2950.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 16:53:43.189 -0400,2026-07-16 23:23:11.734 -0400
UTP9D66,RastroSiga,8.0,UTP-9D66,-3.0707716666666665,-60.00504,false,2026-07-13 11:44:26.000 -0400,2026-07-13 11:44:27.213 -0400,"9BWCH6CH2VP007160","2446","{""Plate"": ""UTP-9D66"", ""Driver"": null, ""Address"": null, ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0707716666666665, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-13T15:44:26Z"", ""Longitude"": -60.00504, ""IdPosition"": 277018274, ""UpdateDate"": ""2026-07-13T15:44:27.213Z"", ""ListTrailer"": [], ""TrackedUnit"": ""UTP-9D66"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2446, ""ListTelemetry"": {""2"": 12.0, ""6"": 0.0, ""8"": 100.0, ""15"": 8.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:39:44.975 -0400,2026-07-13 17:44:38.216 -0400
UTP9G06,RastroSiga,12400.0,UTP-9G06,-3.070866666666667,-60.00507555555556,false,2026-07-16 22:49:40.000 -0400,2026-07-16 22:49:43.559 -0400,"9BWCH6CH6VP000180","2461","{""Plate"": ""UTP-9G06"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.070866666666667, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:49:40Z"", ""Longitude"": -60.00507555555556, ""IdPosition"": 279415328, ""UpdateDate"": ""2026-07-17T02:49:43.559Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UTP-9G06"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2461, ""ListTelemetry"": {""2"": 15.0, ""6"": 0.0, ""7"": 12.8, ""8"": 80.0, ""15"": 12400.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:42:45.443 -0400,2026-07-16 23:23:11.803 -0400
UTP9G76,RastroSiga,1074800.0,UTP-9G76,-3.0910300000000004,-60.053826666666666,false,2026-07-16 22:48:28.000 -0400,2026-07-16 22:48:31.125 -0400,"9BWCH6CH2VP003528","2459","{""Plate"": ""UTP-9G76"", ""Driver"": null, ""Address"": ""Rua da Prosperidade, Nova Esperança, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0910300000000004, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:48:28Z"", ""Longitude"": -60.053826666666666, ""IdPosition"": 279414901, ""UpdateDate"": ""2026-07-17T02:48:31.125Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UTP-9G76"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2459, ""ListTelemetry"": {""2"": 15.0, ""6"": 0.0, ""7"": 12.3, ""8"": 80.0, ""15"": 1074800.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:43:45.565 -0400,2026-07-16 23:23:11.804 -0400
UTT8H10,RastroSiga,444600.0,UTT-8H10,-3.0495200000000002,-59.950919999999996,false,2026-07-16 22:51:44.000 -0400,2026-07-16 22:51:47.894 -0400,"9BWBG6DF7TT431255","2463","{""Plate"": ""UTT-8H10"", ""Driver"": null, ""Address"": ""Rua Ibicaré, Novo Aleixo, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0495200000000002, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:51:44Z"", ""Longitude"": -59.950919999999996, ""IdPosition"": 279415953, ""UpdateDate"": ""2026-07-17T02:51:47.894Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UTT-8H10"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2463, ""ListTelemetry"": {""2"": 15.0, ""6"": 0.0, ""7"": 13.1, ""8"": 80.0, ""15"": 444600.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {""33"": false}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:44:45.741 -0400,2026-07-16 23:23:11.807 -0400
UUB4E80,RastroSiga,228.0,UUB-4E80,-3.0606099999999996,-59.949417777777775,true,2026-07-16 23:22:40.000 -0400,2026-07-16 23:22:41.658 -0400,"9BWAG5R13TP055939","2473","{""Plate"": ""UUB-4E80"", ""Driver"": null, ""Address"": ""Avenida Autaz Mirim, São José Operário, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": true, ""Latitude"": -3.0606099999999996, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T03:22:40Z"", ""Longitude"": -59.949417777777775, ""IdPosition"": 279425133, ""UpdateDate"": ""2026-07-17T03:22:41.658Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUB-4E80"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2473, ""ListTelemetry"": {""2"": 13.0, ""6"": 24.0, ""8"": 100.0, ""15"": 228.0, ""17"": 53.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": true}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:46:46.178 -0400,2026-07-16 23:23:11.810 -0400
UUB4F30,RastroSiga,8.0,UUB-4F30,-3.0708333333333333,-60.00510222222223,false,2026-07-16 09:21:37.000 -0400,2026-07-16 09:21:38.737 -0400,"9BWBG6DF1TT429131","2494","{""Plate"": ""UUB-4F30"", ""Driver"": null, ""Address"": ""Rua Alexandre Magno, Parque Dez de Novembro, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0708333333333333, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-16T13:21:37Z"", ""Longitude"": -60.00510222222223, ""IdPosition"": 278947398, ""UpdateDate"": ""2026-07-16T13:21:38.737Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUB-4F30"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2494, ""ListTelemetry"": {""2"": 13.0, ""6"": 276.0, ""8"": 100.0, ""15"": 8.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-13 11:32:58.570 -0400,2026-07-16 11:14:45.534 -0400
UUC9C20,RastroSiga,634400.0,UUC-9C20,-3.0233866666666667,-59.99842222222222,false,2026-07-16 22:47:52.000 -0400,2026-07-16 22:47:54.696 -0400,"9BWBG6DF7TT431286","2467","{""Plate"": ""UUC-9C20"", ""Driver"": null, ""Address"": ""Rua Theogenes Beltão, Cidade Nova, Manaus, AM, Brasil, 69000-000"", ""IdEvent"": 2, ""Ignition"": false, ""Latitude"": -3.0233866666666667, ""ValidGPS"": true, ""Available"": null, ""EventDate"": ""2026-07-17T02:47:52Z"", ""Longitude"": -59.99842222222222, ""IdPosition"": 279414716, ""UpdateDate"": ""2026-07-17T02:47:54.696Z"", ""ListTrailer"": null, ""TrackedUnit"": ""UUC-9C20"", ""TrackerSlot"": 1, ""IdTrackedUnit"": 2467, ""ListTelemetry"": {""2"": 15.0, ""6"": 358.0, ""7"": 12.9, ""8"": 80.0, ""15"": 634400.0, ""17"": 0.0}, ""DocumentNumber"": null, ""ListInputSensor"": {""17"": false}, ""IdTrackedUnitType"": 1, ""ListOutputActuator"": {}, ""DriverIdentification"": null, ""IdMainBatteryMeasureUnit"": 1, ""DistanceFromGeographicArea"": null, ""IdBackupBatteryMeasureUnit"": 2, ""TrackedUnitIntegrationCode"": null, ""PersonIntegrationCodeCenter"": """", ""PersonIntegrationCodeClient"": null}",2026-07-10 17:49:46.481 -0400,2026-07-16 23:23:11.814 -0400
